"id","date","customer_name","state","city"
"B-25946","12/1/2019","Saurabh                         ","Andhra Pradesh                  ","Hyderabad                       "
"B-25947","13/1/2019","Chetan                          ","Gujarat                         ","Ahmedabad                       "
"B-25948","13/1/2019","Mukund                          ","Maharashtra                     ","Pune                            "
"B-25949","13/1/2019","Shantanu                        ","Maharashtra                     ","Mumbai                          "
"B-25950","13/1/2019","Shruti                          ","Madhya Pradesh                  ","Indore                          "
"B-25951","13/1/2019","Jesal                           ","West Bengal                     ","Kolkata                         "
"B-25952","13/1/2019","Priyanka                        ","Madhya Pradesh                  ","Indore                          "
"B-25953","14/1/2019","Krutika                         ","Andhra Pradesh                  ","Hyderabad                       "
"B-25954","14/1/2019","Trupti                          ","Gujarat                         ","Ahmedabad                       "
"B-25955","16/1/2019","Soumya                          ","Maharashtra                     ","Pune                            "
"B-25956","17/1/2019","Shreya                          ","Maharashtra                     ","Mumbai                          "
"B-25957","18/1/2019","Mahima                          ","Madhya Pradesh                  ","Indore                          "
"B-25958","18/1/2019","Aparajita                       ","West Bengal                     ","Kolkata                         "
"B-25959","18/1/2019","Muskan                          ","Madhya Pradesh                  ","Indore                          "
"B-25960","18/1/2019","Shreya                          ","Andhra Pradesh                  ","Hyderabad                       "
"B-25961","18/1/2019","Surbhi                          ","Gujarat                         ","Ahmedabad                       "
"B-25962","19/1/2019","Tejeswini                       ","Maharashtra                     ","Pune                            "
"B-25963","19/1/2019","Pratiksha                       ","Maharashtra                     ","Mumbai                          "
"B-25964","20/1/2019","Oshin                           ","Madhya Pradesh                  ","Indore                          "
"B-25965","21/1/2019","Saloni                          ","West Bengal                     ","Kolkata                         "
"B-25966","21/1/2019","Soumya                          ","Rajasthan                       ","Udaipur                         "
"B-25967","21/1/2019","Komal                           ","Uttar Pradesh                   ","Allahabad                       "
"B-25968","21/1/2019","Paromita                        ","Punjab                          ","Amritsar                        "
"B-25969","21/1/2019","Shreyshi                        ","Gujarat                         ","Surat                           "
"B-25970","22/1/2019","Rhea                            ","Maharashtra                     ","Mumbai                          "
"B-25971","22/1/2019","Mitali                          ","Madhya Pradesh                  ","Indore                          "
"B-25972","23/1/2019","Jesslyn                         ","Rajasthan                       ","Udaipur                         "
"B-25973","24/1/2019","Seema                           ","Uttar Pradesh                   ","Allahabad                       "
"B-25974","25/1/2019","Manisha                         ","Rajasthan                       ","Udaipur                         "
"B-25975","25/1/2019","Priyanka                        ","Uttar Pradesh                   ","Allahabad                       "
"B-25976","25/1/2019","Piyam                           ","Punjab                          ","Amritsar                        "
"B-25977","27/1/2019","Aayushi                         ","Gujarat                         ","Surat                           "
"B-25978","27/1/2019","Parin                           ","Maharashtra                     ","Mumbai                          "
"B-25979","27/1/2019","Shivangi                        ","Madhya Pradesh                  ","Indore                          "
"B-25980","27/1/2019","Shweta                          ","Rajasthan                       ","Udaipur                         "
"B-25981","28/1/2019","Amruta                          ","Delhi                           ","Delhi                           "
"B-25982","29/1/2019","Hemangi                         ","Delhi                           ","Delhi                           "
"B-25983","30/1/2019","Atul                            ","Delhi                           ","Delhi                           "
"B-25984","30/1/2019","Kajal                           ","Delhi                           ","Delhi                           "
"B-25985","31/1/2019","Ginny                           ","Madhya Pradesh                  ","Indore                          "
"B-25986","31/1/2019","Shweta                          ","Rajasthan                       ","Udaipur                         "
"B-25987","31/1/2019","Manjiri                         ","Delhi                           ","Delhi                           "
"B-25988","31/1/2019","Nirja                           ","Delhi                           ","Delhi                           "
"B-25989","1/2/2019","Anjali                          ","Delhi                           ","Delhi                           "
"B-25990","2/2/2019","Mugdha                          ","Delhi                           ","Delhi                           "
"B-25991","3/2/2019","Mansi                           ","Madhya Pradesh                  ","Indore                          "
"B-25992","3/2/2019","Gaurav                          ","Rajasthan                       ","Udaipur                         "
"B-25993","3/2/2019","Harshal                         ","Delhi                           ","Delhi                           "
"B-25994","3/2/2019","Omkar                           ","Delhi                           ","Delhi                           "
"B-25995","4/2/2019","Yohann                          ","Delhi                           ","Delhi                           "
"B-25996","4/2/2019","Prashant                        ","Delhi                           ","Delhi                           "
"B-25997","4/2/2019","Yogesh                          ","Madhya Pradesh                  ","Indore                          "
"B-25998","4/2/2019","Anmol                           ","Rajasthan                       ","Udaipur                         "
"B-25999","5/2/2019","Diwakar                         ","Delhi                           ","Delhi                           "
"B-26000","6/2/2019","Shubham                         ","Delhi                           ","Delhi                           "
"B-26001","7/2/2019","Patil                           ","Delhi                           ","Delhi                           "
"B-26002","8/2/2019","Harsh                           ","Delhi                           ","Delhi                           "
"B-26003","8/2/2019","Hitesh                          ","Madhya Pradesh                  ","Bhopal                          "
"B-26004","8/2/2019","Nandita                         ","Rajasthan                       ","Jaipur                          "
"B-26005","8/2/2019","Parnavi                         ","West Bengal                     ","Kolkata                         "
"B-26006","9/2/2019","Arpita                          ","Karnataka                       ","Bangalore                       "
"B-26007","9/2/2019","Shubham                         ","Jammu and Kashmir               ","Kashmir                         "
"B-26008","9/2/2019","Kalyani                         ","Tamil Nadu                      ","Chennai                         "
"B-26009","10/2/2019","Komal                           ","Uttar Pradesh                   ","Lucknow                         "
"B-26010","11/2/2019","Kartikay                        ","Bihar                           ","Patna                           "
"B-26011","12/2/2019","Bharat                          ","Gujarat                         ","Ahmedabad                       "
"B-26012","13/2/2019","Pearl                           ","Maharashtra                     ","Pune                            "
"B-26013","13/2/2019","Jahan                           ","Madhya Pradesh                  ","Bhopal                          "
"B-26014","13/2/2019","Divsha                          ","Rajasthan                       ","Jaipur                          "
"B-26015","14/2/2019","Kasheen                         ","West Bengal                     ","Kolkata                         "
"B-26016","14/2/2019","Hazel                           ","Karnataka                       ","Bangalore                       "
"B-26017","14/2/2019","Sonakshi                        ","Jammu and Kashmir               ","Kashmir                         "
"B-26018","14/2/2019","Aarushi                         ","Tamil Nadu                      ","Chennai                         "
"B-26019","15/2/2019","Jitesh                          ","Uttar Pradesh                   ","Lucknow                         "
"B-26020","16/2/2019","Yogesh                          ","Bihar                           ","Patna                           "
"B-26021","17/2/2019","Anita                           ","Kerala                          ","Thiruvananthapuram              "
"B-26022","18/2/2019","Shrichand                       ","Punjab                          ","Chandigarh                      "
"B-26023","19/2/2019","Mukesh                          ","Haryana                         ","Chandigarh                      "
"B-26024","19/2/2019","Vandana                         ","Himachal Pradesh                ","Simla                           "
"B-26025","19/2/2019","Bhavna                          ","Sikkim                          ","Gangtok                         "
"B-26026","19/2/2019","Kanak                           ","Goa                             ","Goa                             "
"B-26027","20/2/2019","Sagar                           ","Nagaland                        ","Kohima                          "
"B-26028","20/2/2019","Manju                           ","Andhra Pradesh                  ","Hyderabad                       "
"B-26029","20/2/2019","Ramesh                          ","Gujarat                         ","Ahmedabad                       "
"B-26030","21/2/2019","Sarita                          ","Maharashtra                     ","Pune                            "
"B-26031","22/2/2019","Deepak                          ","Madhya Pradesh                  ","Bhopal                          "
"B-26032","22/2/2019","Monisha                         ","Rajasthan                       ","Jaipur                          "
"B-26033","22/2/2019","Atharv                          ","West Bengal                     ","Kolkata                         "
"B-26034","23/2/2019","Vini                            ","Karnataka                       ","Bangalore                       "
"B-26035","23/2/2019","Pinky                           ","Jammu and Kashmir               ","Kashmir                         "
"B-26036","23/2/2019","Bhishm                          ","Maharashtra                     ","Mumbai                          "
"B-26037","23/2/2019","Hitika                          ","Madhya Pradesh                  ","Indore                          "
"B-26038","24/2/2019","Pooja                           ","Bihar                           ","Patna                           "
"B-26039","25/2/2019","Hemant                          ","Kerala                          ","Thiruvananthapuram              "
"B-26040","26/2/2019","Sahil                           ","Punjab                          ","Chandigarh                      "
"B-26041","27/2/2019","Ritu                            ","Haryana                         ","Chandigarh                      "
"B-26042","28/2/2019","Manish                          ","Himachal Pradesh                ","Simla                           "
"B-26043","1/3/2019","Amit                            ","Sikkim                          ","Gangtok                         "
"B-26044","2/3/2019","Sanjay                          ","Goa                             ","Goa                             "
"B-26045","3/3/2019","Nidhi                           ","Nagaland                        ","Kohima                          "
"B-26046","4/3/2019","Nishi                           ","Maharashtra                     ","Mumbai                          "
"B-26047","4/3/2019","Ashmi                           ","Madhya Pradesh                  ","Indore                          "
"B-26048","4/3/2019","Parth                           ","Maharashtra                     ","Pune                            "
"B-26049","5/3/2019","Lisha                           ","Madhya Pradesh                  ","Bhopal                          "
"B-26050","6/3/2019","Paridhi                         ","Rajasthan                       ","Jaipur                          "
"B-26051","7/3/2019","Parishi                         ","West Bengal                     ","Kolkata                         "
"B-26052","8/3/2019","Ajay                            ","Karnataka                       ","Bangalore                       "
"B-26053","9/3/2019","Kirti                           ","Jammu and Kashmir               ","Kashmir                         "
"B-26054","10/3/2019","Mayank                          ","Maharashtra                     ","Mumbai                          "
"B-26055","10/3/2019","Yaanvi                          ","Madhya Pradesh                  ","Indore                          "
"B-26056","10/3/2019","Sonal                           ","Bihar                           ","Patna                           "
"B-26057","10/3/2019","Sharda                          ","Kerala                          ","Thiruvananthapuram              "
"B-26058","11/3/2019","Aditya                          ","Punjab                          ","Chandigarh                      "
"B-26059","12/3/2019","Rachna                          ","Haryana                         ","Chandigarh                      "
"B-26060","13/3/2019","Chirag                          ","Maharashtra                     ","Mumbai                          "
"B-26061","14/3/2019","Anurag                          ","Madhya Pradesh                  ","Indore                          "
"B-26062","15/3/2019","Tushina                         ","Goa                             ","Goa                             "
"B-26063","15/3/2019","Farah                           ","Nagaland                        ","Kohima                          "
"B-26064","16/3/2019","Ankita                          ","Maharashtra                     ","Mumbai                          "
"B-26065","16/3/2019","Nida                            ","Madhya Pradesh                  ","Indore                          "
"B-26066","16/3/2019","Priyanka                        ","Maharashtra                     ","Pune                            "
"B-26067","16/3/2019","Tulika                          ","Madhya Pradesh                  ","Bhopal                          "
"B-26068","16/3/2019","Shefali                         ","Rajasthan                       ","Jaipur                          "
"B-26069","17/3/2019","Sanskriti                       ","West Bengal                     ","Kolkata                         "
"B-26070","18/3/2019","Shruti                          ","Karnataka                       ","Bangalore                       "
"B-26071","19/3/2019","Subhashree                      ","Jammu and Kashmir               ","Kashmir                         "
"B-26072","20/3/2019","Sweta                           ","Maharashtra                     ","Mumbai                          "
"B-26073","21/3/2019","Pournamasi                      ","Madhya Pradesh                  ","Indore                          "
"B-26074","21/3/2019","Bharat                          ","Gujarat                         ","Ahmedabad                       "
"B-26075","21/3/2019","Pearl                           ","Maharashtra                     ","Pune                            "
"B-26076","21/3/2019","Jahan                           ","Madhya Pradesh                  ","Bhopal                          "
"B-26077","22/3/2019","Divsha                          ","Rajasthan                       ","Jaipur                          "
"B-26078","22/3/2019","Kasheen                         ","West Bengal                     ","Kolkata                         "
"B-26079","22/3/2019","Hazel                           ","Karnataka                       ","Bangalore                       "
"B-26080","22/3/2019","Sonakshi                        ","Jammu and Kashmir               ","Kashmir                         "
"B-26081","22/3/2019","Aarushi                         ","Tamil Nadu                      ","Chennai                         "
"B-26082","23/3/2019","Jitesh                          ","Uttar Pradesh                   ","Lucknow                         "
"B-26083","24/3/2019","Yogesh                          ","Bihar                           ","Patna                           "
"B-26084","25/3/2019","Anita                           ","Kerala                          ","Thiruvananthapuram              "
"B-26085","26/3/2019","Shrichand                       ","Punjab                          ","Chandigarh                      "
"B-26086","26/3/2019","Mukesh                          ","Haryana                         ","Chandigarh                      "
"B-26087","26/3/2019","Vandana                         ","Himachal Pradesh                ","Simla                           "
"B-26088","26/3/2019","Bhavna                          ","Sikkim                          ","Gangtok                         "
"B-26089","26/3/2019","Kanak                           ","Goa                             ","Goa                             "
"B-26090","27/3/2019","Sagar                           ","Nagaland                        ","Kohima                          "
"B-26091","27/3/2019","Manju                           ","Andhra Pradesh                  ","Hyderabad                       "
"B-26092","27/3/2019","Ramesh                          ","Gujarat                         ","Ahmedabad                       "
"B-26093","27/3/2019","Sarita                          ","Maharashtra                     ","Pune                            "
"B-26094","27/3/2019","Deepak                          ","Madhya Pradesh                  ","Bhopal                          "
"B-26095","28/3/2019","Monisha                         ","Rajasthan                       ","Jaipur                          "
"B-26096","28/3/2019","Atharv                          ","West Bengal                     ","Kolkata                         "
"B-26097","28/3/2019","Vini                            ","Karnataka                       ","Bangalore                       "
"B-26098","29/3/2019","Pinky                           ","Jammu and Kashmir               ","Kashmir                         "
"B-26099","30/3/2019","Bhishm                          ","Maharashtra                     ","Mumbai                          "
"B-26100","31/3/2019","Hitika                          ","Madhya Pradesh                  ","Indore                          "
